Year,Province,Attribute,Commodity,Value,Unit,Source_file
2018,Thanh Hóa,Sản lượng,Lúa đông xuân,797.2,Nghìn tấn,18.csv
2018,Nghệ An,Sản lượng,Lúa đông xuân,622.9,Nghìn tấn,18.csv
2018,Hà Tĩnh,Sản lượng,Lúa đông xuân,333.7,Nghìn tấn,18.csv
2018,Quảng Bình,Sản lượng,Lúa đông xuân,184.7,Nghìn tấn,18.csv
2018,Quảng Trị,Sản lượng,Lúa đông xuân,151.8,Nghìn tấn,18.csv
2018,Thừa Thiên Huế,Sản lượng,Lúa đông xuân,178.2,Nghìn tấn,18.csv
2018,Đà Nẵng,Sản lượng,Lúa đông xuân,17.9,Nghìn tấn,18.csv
2018,Quảng Nam,Sản lượng,Lúa đông xuân,246.6,Nghìn tấn,18.csv
2018,Quảng Ngãi,Sản lượng,Lúa đông xuân,232.6,Nghìn tấn,18.csv
2018,Bình Định,Sản lượng,Lúa đông xuân,331.9,Nghìn tấn,18.csv
2018,Phú Yên,Sản lượng,Lúa đông xuân,202.6,Nghìn tấn,18.csv
2018,Khánh Hòa,Sản lượng,Lúa đông xuân,127.1,Nghìn tấn,18.csv
2018,Ninh Thuận,Sản lượng,Lúa đông xuân,109.5,Nghìn tấn,18.csv
2018,Bình Thuận,Sản lượng,Lúa đông xuân,244.0,Nghìn tấn,18.csv
2018,Tây Nguyên,Sản lượng,Lúa đông xuân,567.9,Nghìn tấn,18.csv
2018,Kon Tum,Sản lượng,Lúa đông xuân,33.6,Nghìn tấn,18.csv
2018,Gia Lai,Sản lượng,Lúa đông xuân,145.6,Nghìn tấn,18.csv
2018,Đắk Lắk,Sản lượng,Lúa đông xuân,308.7,Nghìn tấn,18.csv
2018,Đắk Nông,Sản lượng,Lúa đông xuân,29.3,Nghìn tấn,18.csv
2018,Lâm Đồng,Sản lượng,Lúa đông xuân,50.7,Nghìn tấn,18.csv
2018,Đông Nam Bộ,Sản lượng,Lúa đông xuân,456.1,Nghìn tấn,18.csv
2018,Bình Phước,Sản lượng,Lúa đông xuân,13.4,Nghìn tấn,18.csv
2018,Tây Ninh,Sản lượng,Lúa đông xuân,273.6,Nghìn tấn,18.csv
2018,Bình Dương,Sản lượng,Lúa đông xuân,10.6,Nghìn tấn,18.csv
2018,Đồng Nai,Sản lượng,Lúa đông xuân,92.4,Nghìn tấn,18.csv
2018,Bà Rịa - Vũng Tàu,Sản lượng,Lúa đông xuân,41.5,Nghìn tấn,18.csv
2018,TP.Hồ Chí Minh,Sản lượng,Lúa đông xuân,24.6,Nghìn tấn,18.csv
2018,Đồng bằng sông Cửu Long,Sản lượng,Lúa đông xuân,10833.7,Nghìn tấn,18.csv
2018,Long An,Sản lượng,Lúa đông xuân,1441.3,Nghìn tấn,18.csv
2018,Tiền Giang,Sản lượng,Lúa đông xuân,513.2,Nghìn tấn,18.csv
2018,Bến Tre,Sản lượng,Lúa đông xuân,77.4,Nghìn tấn,18.csv
2018,Trà Vinh,Sản lượng,Lúa đông xuân,445.7,Nghìn tấn,18.csv
2018,Vĩnh Long,Sản lượng,Lúa đông xuân,371.8,Nghìn tấn,18.csv
2018,Đồng Tháp,Sản lượng,Lúa đông xuân,1438.2,Nghìn tấn,18.csv
2018,An Giang,Sản lượng,Lúa đông xuân,1727.4,Nghìn tấn,18.csv
2018,Kiên Giang,Sản lượng,Lúa đông xuân,2051.0,Nghìn tấn,18.csv
2018,Cần Thơ,Sản lượng,Lúa đông xuân,590.9,Nghìn tấn,18.csv
2018,Hậu Giang,Sản lượng,Lúa đông xuân,570.0,Nghìn tấn,18.csv
2018,Sóc Trăng,Sản lượng,Lúa đông xuân,1250.2,Nghìn tấn,18.csv
2018,Bạc Liêu,Sản lượng,Lúa đông xuân,356.6,Nghìn tấn,18.csv
2019,Cả Nước,Sản lượng,Lúa đông xuân,20471.6,Nghìn tấn,18.csv
2019,Đồng bằng sông Hồng,Sản lượng,Lúa đông xuân,3365.4,Nghìn tấn,18.csv
2019,Hà Nội,Sản lượng,Lúa đông xuân,532.6,Nghìn tấn,18.csv
2019,Vĩnh Phúc,Sản lượng,Lúa đông xuân,187.9,Nghìn tấn,18.csv
2019,Bắc Ninh,Sản lượng,Lúa đông xuân,209.5,Nghìn tấn,18.csv
2019,Quảng Ninh,Sản lượng,Lúa đông xuân,88.7,Nghìn tấn,18.csv
2019,Hải Dương,Sản lượng,Lúa đông xuân,362.4,Nghìn tấn,18.csv
2019,Hải Phòng,Sản lượng,Lúa đông xuân,227.1,Nghìn tấn,18.csv
2019,Hưng Yên,Sản lượng,Lúa đông xuân,216.1,Nghìn tấn,18.csv
2019,Thái Bình,Sản lượng,Lúa đông xuân,553.2,Nghìn tấn,18.csv
2019,Hà Nam,Sản lượng,Lúa đông xuân,206.8,Nghìn tấn,18.csv
2019,Nam Định,Sản lượng,Lúa đông xuân,509.8,Nghìn tấn,18.csv
2019,Ninh Bình,Sản lượng,Lúa đông xuân,271.3,Nghìn tấn,18.csv
2019,Trung du và miền núi phía Bắc,Sản lượng,Lúa đông xuân,1431.0,Nghìn tấn,18.csv
2019,Hà Giang,Sản lượng,Lúa đông xuân,53.3,Nghìn tấn,18.csv
2019,Cao Bằng,Sản lượng,Lúa đông xuân,18.3,Nghìn tấn,18.csv
2019,Bắc Kạn,Sản lượng,Lúa đông xuân,48.5,Nghìn tấn,18.csv
2019,Tuyên Quang,Sản lượng,Lúa đông xuân,115.5,Nghìn tấn,18.csv
2019,Lào Cai,Sản lượng,Lúa đông xuân,61.5,Nghìn tấn,18.csv
2019,Yên Bái,Sản lượng,Lúa đông xuân,108.3,Nghìn tấn,18.csv
2019,Thái Nguyên,Sản lượng,Lúa đông xuân,168.0,Nghìn tấn,18.csv
2019,Lạng Sơn,Sản lượng,Lúa đông xuân,79.3,Nghìn tấn,18.csv
2019,Bắc Giang,Sản lượng,Lúa đông xuân,302.5,Nghìn tấn,18.csv
2019,Phú Thọ,Sản lượng,Lúa đông xuân,216.3,Nghìn tấn,18.csv
2019,Điện Biên,Sản lượng,Lúa đông xuân,57.0,Nghìn tấn,18.csv
2019,Lai Châu,Sản lượng,Lúa đông xuân,37.1,Nghìn tấn,18.csv
2019,Sơn La,Sản lượng,Lúa đông xuân,72.3,Nghìn tấn,18.csv
2019,Hòa Bình,Sản lượng,Lúa đông xuân,93.1,Nghìn tấn,18.csv
2019,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa đông xuân,3743.0,Nghìn tấn,18.csv
2019,Thanh Hóa,Sản lượng,Lúa đông xuân,772.0,Nghìn tấn,18.csv
2019,Nghệ An,Sản lượng,Lúa đông xuân,611.4,Nghìn tấn,18.csv
2019,Hà Tĩnh,Sản lượng,Lúa đông xuân,331.2,Nghìn tấn,18.csv
2019,Quảng Bình,Sản lượng,Lúa đông xuân,184.9,Nghìn tấn,18.csv
2019,Quảng Trị,Sản lượng,Lúa đông xuân,152.1,Nghìn tấn,18.csv
2019,Thừa Thiên Huế,Sản lượng,Lúa đông xuân,180.8,Nghìn tấn,18.csv
2019,Đà Nẵng,Sản lượng,Lúa đông xuân,16.6,Nghìn tấn,18.csv
2019,Quảng Nam,Sản lượng,Lúa đông xuân,244.2,Nghìn tấn,18.csv
2019,Quảng Ngãi,Sản lượng,Lúa đông xuân,232.4,Nghìn tấn,18.csv
2019,Bình Định,Sản lượng,Lúa đông xuân,336.4,Nghìn tấn,18.csv
2019,Phú Yên,Sản lượng,Lúa đông xuân,197.8,Nghìn tấn,18.csv
2019,Khánh Hòa,Sản lượng,Lúa đông xuân,130.3,Nghìn tấn,18.csv
2019,Ninh Thuận,Sản lượng,Lúa đông xuân,111.2,Nghìn tấn,18.csv
2019,Bình Thuận,Sản lượng,Lúa đông xuân,241.7,Nghìn tấn,18.csv
2019,Tây Nguyên,Sản lượng,Lúa đông xuân,578.3,Nghìn tấn,18.csv
2019,Kon Tum,Sản lượng,Lúa đông xuân,34.2,Nghìn tấn,18.csv
2019,Gia Lai,Sản lượng,Lúa đông xuân,153.1,Nghìn tấn,18.csv
2019,Đắk Lắk,Sản lượng,Lúa đông xuân,308.7,Nghìn tấn,18.csv
2019,Đắk Nông,Sản lượng,Lúa đông xuân,29.8,Nghìn tấn,18.csv
2019,Lâm Đồng,Sản lượng,Lúa đông xuân,52.5,Nghìn tấn,18.csv
2019,Đông Nam Bộ,Sản lượng,Lúa đông xuân,477.9,Nghìn tấn,18.csv
2019,Bình Phước,Sản lượng,Lúa đông xuân,13.3,Nghìn tấn,18.csv
2019,Tây Ninh,Sản lượng,Lúa đông xuân,281.1,Nghìn tấn,18.csv
2019,Bình Dương,Sản lượng,Lúa đông xuân,10.5,Nghìn tấn,18.csv
2019,Đồng Nai,Sản lượng,Lúa đông xuân,103.3,Nghìn tấn,18.csv
2019,Bà Rịa - Vũng Tàu,Sản lượng,Lúa đông xuân,43.5,Nghìn tấn,18.csv
2019,TP.Hồ Chí Minh,Sản lượng,Lúa đông xuân,26.2,Nghìn tấn,18.csv
2019,Đồng bằng sông Cửu Long,Sản lượng,Lúa đông xuân,10876.0,Nghìn tấn,18.csv
2019,Long An,Sản lượng,Lúa đông xuân,1471.3,Nghìn tấn,18.csv
2019,Tiền Giang,Sản lượng,Lúa đông xuân,466.6,Nghìn tấn,18.csv
2019,Bến Tre,Sản lượng,Lúa đông xuân,61.7,Nghìn tấn,18.csv
2019,Trà Vinh,Sản lượng,Lúa đông xuân,453.9,Nghìn tấn,18.csv
2019,Vĩnh Long,Sản lượng,Lúa đông xuân,345.7,Nghìn tấn,18.csv
2019,Đồng Tháp,Sản lượng,Lúa đông xuân,1437.4,Nghìn tấn,18.csv
2019,An Giang,Sản lượng,Lúa đông xuân,1659.3,Nghìn tấn,18.csv
2019,Kiên Giang,Sản lượng,Lúa đông xuân,1989.0,Nghìn tấn,18.csv
2019,Cần Thơ,Sản lượng,Lúa đông xuân,565.6,Nghìn tấn,18.csv
2019,Hậu Giang,Sản lượng,Lúa đông xuân,575.4,Nghìn tấn,18.csv
2019,Sóc Trăng,Sản lượng,Lúa đông xuân,1293.4,Nghìn tấn,18.csv
2019,Bạc Liêu,Sản lượng,Lúa đông xuân,360.1,Nghìn tấn,18.csv
2019,Cà Mau,Sản lượng,Lúa đông xuân,196.6,Nghìn tấn,18.csv
2020,Cả Nước,Sản lượng,Lúa đông xuân,19874.4,Nghìn tấn,18.csv
2020,Đồng bằng sông Hồng,Sản lượng,Lúa đông xuân,3266.2,Nghìn tấn,18.csv
2020,Hà Nội,Sản lượng,Lúa đông xuân,518.5,Nghìn tấn,18.csv
2020,Vĩnh Phúc,Sản lượng,Lúa đông xuân,182.7,Nghìn tấn,18.csv
2020,Bắc Ninh,Sản lượng,Lúa đông xuân,206.9,Nghìn tấn,18.csv
2020,Quảng Ninh,Sản lượng,Lúa đông xuân,87.5,Nghìn tấn,18.csv
2020,Hải Dương,Sản lượng,Lúa đông xuân,357.1,Nghìn tấn,18.csv
2020,Hải Phòng,Sản lượng,Lúa đông xuân,202.0,Nghìn tấn,18.csv
2020,Hưng Yên,Sản lượng,Lúa đông xuân,200.5,Nghìn tấn,18.csv
2020,Thái Bình,Sản lượng,Lúa đông xuân,539.1,Nghìn tấn,18.csv
2020,Hà Nam,Sản lượng,Lúa đông xuân,201.1,Nghìn tấn,18.csv
2020,Nam Định,Sản lượng,Lúa đông xuân,503.3,Nghìn tấn,18.csv
2020,Ninh Bình,Sản lượng,Lúa đông xuân,267.5,Nghìn tấn,18.csv
2020,Trung du và miền núi phía Bắc,Sản lượng,Lúa đông xuân,1414.1,Nghìn tấn,18.csv
2020,Hà Giang,Sản lượng,Lúa đông xuân,53.2,Nghìn tấn,18.csv
2020,Cao Bằng,Sản lượng,Lúa đông xuân,18.7,Nghìn tấn,18.csv
2020,Bắc Kạn,Sản lượng,Lúa đông xuân,49.4,Nghìn tấn,18.csv
2020,Tuyên Quang,Sản lượng,Lúa đông xuân,115.8,Nghìn tấn,18.csv
2020,Lào Cai,Sản lượng,Lúa đông xuân,60.0,Nghìn tấn,18.csv
2020,Yên Bái,Sản lượng,Lúa đông xuân,109.2,Nghìn tấn,18.csv
2020,Thái Nguyên,Sản lượng,Lúa đông xuân,164.6,Nghìn tấn,18.csv
2020,Lạng Sơn,Sản lượng,Lúa đông xuân,79.7,Nghìn tấn,18.csv
2020,Bắc Giang,Sản lượng,Lúa đông xuân,294.0,Nghìn tấn,18.csv
2020,Phú Thọ,Sản lượng,Lúa đông xuân,216.3,Nghìn tấn,18.csv
2020,Điện Biên,Sản lượng,Lúa đông xuân,52.5,Nghìn tấn,18.csv
2020,Lai Châu,Sản lượng,Lúa đông xuân,33.9,Nghìn tấn,18.csv
2020,Sơn La,Sản lượng,Lúa đông xuân,73.3,Nghìn tấn,18.csv
2020,Hòa Bình,Sản lượng,Lúa đông xuân,93.5,Nghìn tấn,18.csv
2020,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa đông xuân,3582.9,Nghìn tấn,18.csv
2020,Thanh Hóa,Sản lượng,Lúa đông xuân,748.9,Nghìn tấn,18.csv
2020,Nghệ An,Sản lượng,Lúa đông xuân,613.7,Nghìn tấn,18.csv
2020,Hà Tĩnh,Sản lượng,Lúa đông xuân,325.4,Nghìn tấn,18.csv
2020,Quảng Bình,Sản lượng,Lúa đông xuân,183.1,Nghìn tấn,18.csv
2020,Quảng Trị,Sản lượng,Lúa đông xuân,153.3,Nghìn tấn,18.csv
2020,Thừa Thiên Huế,Sản lượng,Lúa đông xuân,170.7,Nghìn tấn,18.csv
2020,Đà Nẵng,Sản lượng,Lúa đông xuân,16.6,Nghìn tấn,18.csv
2020,Quảng Nam,Sản lượng,Lúa đông xuân,246.5,Nghìn tấn,18.csv
2020,Quảng Ngãi,Sản lượng,Lúa đông xuân,230.5,Nghìn tấn,18.csv
2020,Bình Định,Sản lượng,Lúa đông xuân,338.9,Nghìn tấn,18.csv
2020,Phú Yên,Sản lượng,Lúa đông xuân,198.7,Nghìn tấn,18.csv
2020,Khánh Hòa,Sản lượng,Lúa đông xuân,128.4,Nghìn tấn,18.csv
2020,Ninh Thuận,Sản lượng,Lúa đông xuân,79.8,Nghìn tấn,18.csv
2020,Bình Thuận,Sản lượng,Lúa đông xuân,148.4,Nghìn tấn,18.csv
2020,Tây Nguyên,Sản lượng,Lúa đông xuân,583.2,Nghìn tấn,18.csv
2020,Kon Tum,Sản lượng,Lúa đông xuân,33.5,Nghìn tấn,18.csv
2020,Gia Lai,Sản lượng,Lúa đông xuân,155.5,Nghìn tấn,18.csv
2020,Đắk Lắk,Sản lượng,Lúa đông xuân,313.3,Nghìn tấn,18.csv
2020,Đắk Nông,Sản lượng,Lúa đông xuân,30.9,Nghìn tấn,18.csv
2020,Lâm Đồng,Sản lượng,Lúa đông xuân,50.0,Nghìn tấn,18.csv
2020,Đông Nam Bộ,Sản lượng,Lúa đông xuân,458.1,Nghìn tấn,18.csv
2020,Bình Phước,Sản lượng,Lúa đông xuân,11.2,Nghìn tấn,18.csv
2020,Tây Ninh,Sản lượng,Lúa đông xuân,265.5,Nghìn tấn,18.csv
2020,Bình Dương,Sản lượng,Lúa đông xuân,10.4,Nghìn tấn,18.csv
2020,Đồng Nai,Sản lượng,Lúa đông xuân,102.2,Nghìn tấn,18.csv
2020,Bà Rịa - Vũng Tàu,Sản lượng,Lúa đông xuân,43.6,Nghìn tấn,18.csv
2020,TP.Hồ Chí Minh,Sản lượng,Lúa đông xuân,25.2,Nghìn tấn,18.csv
2020,Đồng bằng sông Cửu Long,Sản lượng,Lúa đông xuân,10569.9,Nghìn tấn,18.csv
2020,Long An,Sản lượng,Lúa đông xuân,1474.1,Nghìn tấn,18.csv
2020,Tiền Giang,Sản lượng,Lúa đông xuân,374.0,Nghìn tấn,18.csv
2020,Bến Tre,Sản lượng,Lúa đông xuân,0.2,Nghìn tấn,18.csv
2020,Trà Vinh,Sản lượng,Lúa đông xuân,214.3,Nghìn tấn,18.csv
2020,Vĩnh Long,Sản lượng,Lúa đông xuân,360.3,Nghìn tấn,18.csv
2020,Đồng Tháp,Sản lượng,Lúa đông xuân,1452.0,Nghìn tấn,18.csv
2020,An Giang,Sản lượng,Lúa đông xuân,1645.2,Nghìn tấn,18.csv
2020,Kiên Giang,Sản lượng,Lúa đông xuân,2122.3,Nghìn tấn,18.csv
2020,Cần Thơ,Sản lượng,Lúa đông xuân,572.6,Nghìn tấn,18.csv
2020,Hậu Giang,Sản lượng,Lúa đông xuân,595.9,Nghìn tấn,18.csv
2020,Sóc Trăng,Sản lượng,Lúa đông xuân,1186.1,Nghìn tấn,18.csv
2020,Bạc Liêu,Sản lượng,Lúa đông xuân,364.2,Nghìn tấn,18.csv
2020,Cà Mau,Sản lượng,Lúa đông xuân,208.7,Nghìn tấn,18.csv
2021,Cả Nước,Sản lượng,Lúa đông xuân,20628.8,Nghìn tấn,18.csv
2021,Đồng bằng sông Hồng,Sản lượng,Lúa đông xuân,3274.1,Nghìn tấn,18.csv
2021,Hà Nội,Sản lượng,Lúa đông xuân,532.7,Nghìn tấn,18.csv
2021,Vĩnh Phúc,Sản lượng,Lúa đông xuân,186.1,Nghìn tấn,18.csv
2021,Bắc Ninh,Sản lượng,Lúa đông xuân,206.5,Nghìn tấn,18.csv
2021,Quảng Ninh,Sản lượng,Lúa đông xuân,85.7,Nghìn tấn,18.csv
2021,Hải Dương,Sản lượng,Lúa đông xuân,366.1,Nghìn tấn,18.csv
2021,Hải Phòng,Sản lượng,Lúa đông xuân,199.5,Nghìn tấn,18.csv
2021,Hưng Yên,Sản lượng,Lúa đông xuân,190.3,Nghìn tấn,18.csv
2021,Thái Bình,Sản lượng,Lúa đông xuân,543.5,Nghìn tấn,18.csv
2021,Hà Nam,Sản lượng,Lúa đông xuân,198.1,Nghìn tấn,18.csv
2021,Nam Định,Sản lượng,Lúa đông xuân,499.0,Nghìn tấn,18.csv
2021,Ninh Bình,Sản lượng,Lúa đông xuân,266.8,Nghìn tấn,18.csv
2021,Trung du và miền núi phía Bắc,Sản lượng,Lúa đông xuân,1439.0,Nghìn tấn,18.csv
2021,Hà Giang,Sản lượng,Lúa đông xuân,53.7,Nghìn tấn,18.csv
2021,Cao Bằng,Sản lượng,Lúa đông xuân,18.8,Nghìn tấn,18.csv
2021,Bắc Kạn,Sản lượng,Lúa đông xuân,49.3,Nghìn tấn,18.csv
2021,Tuyên Quang,Sản lượng,Lúa đông xuân,115.5,Nghìn tấn,18.csv
2021,Lào Cai,Sản lượng,Lúa đông xuân,61.6,Nghìn tấn,18.csv
2021,Yên Bái,Sản lượng,Lúa đông xuân,109.0,Nghìn tấn,18.csv
2021,Thái Nguyên,Sản lượng,Lúa đông xuân,167.2,Nghìn tấn,18.csv
2021,Lạng Sơn,Sản lượng,Lúa đông xuân,77.6,Nghìn tấn,18.csv
2021,Bắc Giang,Sản lượng,Lúa đông xuân,292.1,Nghìn tấn,18.csv
2021,Phú Thọ,Sản lượng,Lúa đông xuân,223.6,Nghìn tấn,18.csv
2021,Điện Biên,Sản lượng,Lúa đông xuân,60.0,Nghìn tấn,18.csv
2021,Lai Châu,Sản lượng,Lúa đông xuân,37.7,Nghìn tấn,18.csv
2021,Sơn La,Sản lượng,Lúa đông xuân,76.7,Nghìn tấn,18.csv
2021,Hòa Bình,Sản lượng,Lúa đông xuân,96.3,Nghìn tấn,18.csv
2021,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa đông xuân,3857.6,Nghìn tấn,18.csv
2021,Thanh Hóa,Sản lượng,Lúa đông xuân,770.5,Nghìn tấn,18.csv
2021,Nghệ An,Sản lượng,Lúa đông xuân,629.9,Nghìn tấn,18.csv
2021,Hà Tĩnh,Sản lượng,Lúa đông xuân,349.8,Nghìn tấn,18.csv
2021,Quảng Bình,Sản lượng,Lúa đông xuân,190.1,Nghìn tấn,18.csv
2021,Quảng Trị,Sản lượng,Lúa đông xuân,158.2,Nghìn tấn,18.csv
2021,Thừa Thiên Huế,Sản lượng,Lúa đông xuân,191.8,Nghìn tấn,18.csv
2021,Đà Nẵng,Sản lượng,Lúa đông xuân,17.6,Nghìn tấn,18.csv
2021,Quảng Nam,Sản lượng,Lúa đông xuân,256.4,Nghìn tấn,18.csv
2021,Quảng Ngãi,Sản lượng,Lúa đông xuân,243.0,Nghìn tấn,18.csv
2021,Bình Định,Sản lượng,Lúa đông xuân,341.5,Nghìn tấn,18.csv
2021,Phú Yên,Sản lượng,Lúa đông xuân,207.1,Nghìn tấn,18.csv
2021,Khánh Hòa,Sản lượng,Lúa đông xuân,138.1,Nghìn tấn,18.csv
2021,Ninh Thuận,Sản lượng,Lúa đông xuân,118.5,Nghìn tấn,18.csv
2021,Bình Thuận,Sản lượng,Lúa đông xuân,245.1,Nghìn tấn,18.csv
2021,Tây Nguyên,Sản lượng,Lúa đông xuân,612.6,Nghìn tấn,18.csv
2021,Kon Tum,Sản lượng,Lúa đông xuân,35.4,Nghìn tấn,18.csv
2021,Gia Lai,Sản lượng,Lúa đông xuân,159.1,Nghìn tấn,18.csv
2021,Đắk Lắk,Sản lượng,Lúa đông xuân,330.4,Nghìn tấn,18.csv
2021,Đắk Nông,Sản lượng,Lúa đông xuân,32.8,Nghìn tấn,18.csv
2021,Lâm Đồng,Sản lượng,Lúa đông xuân,54.9,Nghìn tấn,18.csv
2021,Đông Nam Bộ,Sản lượng,Lúa đông xuân,458.3,Nghìn tấn,18.csv
2021,Bình Phước,Sản lượng,Lúa đông xuân,10.8,Nghìn tấn,18.csv
2021,Tây Ninh,Sản lượng,Lúa đông xuân,267.9,Nghìn tấn,18.csv
2021,Bình Dương,Sản lượng,Lúa đông xuân,9.9,Nghìn tấn,18.csv
2021,Đồng Nai,Sản lượng,Lúa đông xuân,100.0,Nghìn tấn,18.csv
2021,Bà Rịa - Vũng Tàu,Sản lượng,Lúa đông xuân,44.8,Nghìn tấn,18.csv
2021,TP.Hồ Chí Minh,Sản lượng,Lúa đông xuân,24.8,Nghìn tấn,18.csv
2021,Đồng bằng sông Cửu Long,Sản lượng,Lúa đông xuân,10987.2,Nghìn tấn,18.csv
2021,Long An,Sản lượng,Lúa đông xuân,1502.5,Nghìn tấn,18.csv
2021,Tiền Giang,Sản lượng,Lúa đông xuân,367.2,Nghìn tấn,18.csv
2021,Bến Tre,Sản lượng,Lúa đông xuân,55.9,Nghìn tấn,18.csv
2021,Trà Vinh,Sản lượng,Lúa đông xuân,382.6,Nghìn tấn,18.csv
2021,Vĩnh Long,Sản lượng,Lúa đông xuân,335.3,Nghìn tấn,18.csv
2021,Đồng Tháp,Sản lượng,Lúa đông xuân,1435.0,Nghìn tấn,18.csv
2021,An Giang,Sản lượng,Lúa đông xuân,1771.8,Nghìn tấn,18.csv
2021,Kiên Giang,Sản lượng,Lúa đông xuân,2166.1,Nghìn tấn,18.csv
2021,Cần Thơ,Sản lượng,Lúa đông xuân,575.2,Nghìn tấn,18.csv
2021,Hậu Giang,Sản lượng,Lúa đông xuân,602.2,Nghìn tấn,18.csv
2021,Sóc Trăng,Sản lượng,Lúa đông xuân,1183.5,Nghìn tấn,18.csv
2021,Bạc Liêu,Sản lượng,Lúa đông xuân,377.0,Nghìn tấn,18.csv
2021,Cà Mau,Sản lượng,Lúa đông xuân,232.8,Nghìn tấn,18.csv
2022,Cả Nước,Sản lượng,Lúa đông xuân,19976.0,Nghìn tấn,18.csv
2022,Đồng bằng sông Hồng,Sản lượng,Lúa đông xuân,3192.8,Nghìn tấn,18.csv
2022,Hà Nội,Sản lượng,Lúa đông xuân,515.3,Nghìn tấn,18.csv
2022,Vĩnh Phúc,Sản lượng,Lúa đông xuân,150.2,Nghìn tấn,18.csv
2022,Bắc Ninh,Sản lượng,Lúa đông xuân,203.7,Nghìn tấn,18.csv
2022,Quảng Ninh,Sản lượng,Lúa đông xuân,84.5,Nghìn tấn,18.csv
2022,Hải Dương,Sản lượng,Lúa đông xuân,369.0,Nghìn tấn,18.csv
2022,Hải Phòng,Sản lượng,Lúa đông xuân,196.8,Nghìn tấn,18.csv
2022,Hưng Yên,Sản lượng,Lúa đông xuân,183.1,Nghìn tấn,18.csv
2022,Thái Bình,Sản lượng,Lúa đông xuân,537.9,Nghìn tấn,18.csv
2022,Hà Nam,Sản lượng,Lúa đông xuân,194.6,Nghìn tấn,18.csv
2022,Nam Định,Sản lượng,Lúa đông xuân,493.2,Nghìn tấn,18.csv
2022,Ninh Bình,Sản lượng,Lúa đông xuân,264.5,Nghìn tấn,18.csv
2022,Trung du và miền núi phía Bắc,Sản lượng,Lúa đông xuân,1427.6,Nghìn tấn,18.csv
2022,Hà Giang,Sản lượng,Lúa đông xuân,54.0,Nghìn tấn,18.csv
2022,Cao Bằng,Sản lượng,Lúa đông xuân,19.1,Nghìn tấn,18.csv
2022,Bắc Kạn,Sản lượng,Lúa đông xuân,48.6,Nghìn tấn,18.csv
2022,Tuyên Quang,Sản lượng,Lúa đông xuân,114.6,Nghìn tấn,18.csv
2022,Lào Cai,Sản lượng,Lúa đông xuân,60.6,Nghìn tấn,18.csv
2022,Yên Bái,Sản lượng,Lúa đông xuân,109.2,Nghìn tấn,18.csv
2022,Thái Nguyên,Sản lượng,Lúa đông xuân,166.7,Nghìn tấn,18.csv
2022,Lạng Sơn,Sản lượng,Lúa đông xuân,80.5,Nghìn tấn,18.csv
2022,Bắc Giang,Sản lượng,Lúa đông xuân,284.2,Nghìn tấn,18.csv
2022,Phú Thọ,Sản lượng,Lúa đông xuân,218.2,Nghìn tấn,18.csv
2022,Điện Biên,Sản lượng,Lúa đông xuân,58.9,Nghìn tấn,18.csv
2022,Lai Châu,Sản lượng,Lúa đông xuân,37.9,Nghìn tấn,18.csv
2022,Sơn La,Sản lượng,Lúa đông xuân,79.0,Nghìn tấn,18.csv
2022,Hòa Bình,Sản lượng,Lúa đông xuân,96.1,Nghìn tấn,18.csv
2022,Bắc Trung Bộ và Duyên hải miền Trung,Sản lượng,Lúa đông xuân,3584.9,Nghìn tấn,18.csv
2022,Thanh Hóa,Sản lượng,Lúa đông xuân,737.4,Nghìn tấn,18.csv
2022,Nghệ An,Sản lượng,Lúa đông xuân,607.6,Nghìn tấn,18.csv
2022,Hà Tĩnh,Sản lượng,Lúa đông xuân,333.6,Nghìn tấn,18.csv
2022,Quảng Bình,Sản lượng,Lúa đông xuân,174.8,Nghìn tấn,18.csv
2022,Quảng Trị,Sản lượng,Lúa đông xuân,107.1,Nghìn tấn,18.csv
2022,Thừa Thiên Huế,Sản lượng,Lúa đông xuân,126.8,Nghìn tấn,18.csv
2022,Đà Nẵng,Sản lượng,Lúa đông xuân,14.9,Nghìn tấn,18.csv
2022,Quảng Nam,Sản lượng,Lúa đông xuân,233.3,Nghìn tấn,18.csv
2022,Quảng Ngãi,Sản lượng,Lúa đông xuân,232.7,Nghìn tấn,18.csv
2022,Bình Định,Sản lượng,Lúa đông xuân,331.9,Nghìn tấn,18.csv
2022,Phú Yên,Sản lượng,Lúa đông xuân,174.2,Nghìn tấn,18.csv
2022,Khánh Hòa,Sản lượng,Lúa đông xuân,128.6,Nghìn tấn,18.csv
2022,Ninh Thuận,Sản lượng,Lúa đông xuân,118.3,Nghìn tấn,18.csv
2022,Bình Thuận,Sản lượng,Lúa đông xuân,263.7,Nghìn tấn,18.csv
2022,Tây Nguyên,Sản lượng,Lúa đông xuân,629.4,Nghìn tấn,18.csv
2022,Kon Tum,Sản lượng,Lúa đông xuân,36.4,Nghìn tấn,18.csv
2022,Gia Lai,Sản lượng,Lúa đông xuân,165.0,Nghìn tấn,18.csv
2022,Đắk Lắk,Sản lượng,Lúa đông xuân,342.0,Nghìn tấn,18.csv
2022,Đắk Nông,Sản lượng,Lúa đông xuân,33.3,Nghìn tấn,18.csv
